,bedrooms,bathrooms,toilets,parking_space,price,title,town,state,cluster
12000,4,4,5,4,77000000,4,99,16,0
12003,4,5,6,4,60000000,2,10,16,0
12005,4,5,6,4,175000000,4,107,1,2
12008,4,5,5,4,130000000,1,64,16,2
12009,5,5,6,4,220000000,2,89,1,1
12011,5,5,5,4,25000000,1,49,20,0
12012,4,5,5,4,58000000,6,99,16,0
12013,4,4,5,4,40000000,6,99,16,0
12015,5,5,5,4,135000000,2,99,16,2
12020,4,4,5,4,220000000,2,89,1,1
12022,5,5,6,4,160000000,2,99,16,2
12023,5,5,6,4,130000000,2,99,16,2
12026,5,5,6,4,120000000,2,99,16,2
12029,4,4,5,4,50000000,2,10,16,0
12031,5,5,6,4,270000000,2,99,16,1
12032,5,5,5,4,100000000,2,132,11,2
12035,4,4,5,4,280000000,2,68,16,1
12038,4,4,5,4,29000000,6,10,16,0
12041,4,4,5,4,50000000,6,150,16,0
12043,3,3,4,4,23000000,1,17,18,0
12046,4,5,6,4,65000000,2,99,16,0
12048,5,5,6,4,130000000,2,99,16,2
12049,4,5,5,4,55000000,6,99,16,0
12050,5,5,6,4,65000000,2,42,1,0
12054,4,5,5,4,16000000,0,112,18,0
12058,5,5,6,4,142000000,2,106,16,2
12059,3,5,5,4,8000000,1,9,16,0
12060,5,5,6,4,85000000,2,99,16,0
12064,4,5,5,4,80000000,2,99,16,0
12065,4,4,5,4,150000000,6,99,16,2
12067,5,5,6,4,140000000,2,99,16,2
12068,4,4,5,4,80000000,2,99,16,0
12070,4,4,5,4,70000000,2,99,16,0
12071,4,4,5,4,80000000,4,99,16,0
12074,4,5,5,4,70000000,2,103,1,0
12075,5,5,6,4,150000000,2,99,16,2
12076,5,5,6,4,78000000,2,99,16,0
12078,4,5,5,4,89000000,4,99,16,0
12081,5,5,6,4,100000000,2,99,16,2
12082,4,4,5,4,65000000,4,99,16,0
12083,4,4,5,4,100000000,4,99,16,2
12088,4,4,5,4,95000000,2,99,16,0
12090,5,6,6,4,150000000,2,99,16,2
12092,5,5,5,4,45000000,2,112,18,0
12097,4,5,5,4,95000000,2,99,16,0
12098,4,5,5,4,65000000,6,99,16,0
12099,5,5,6,4,105000000,2,99,16,2
12102,5,5,6,4,90000000,2,99,16,0
12105,5,5,5,4,150000000,2,110,1,2
12106,4,4,5,4,110000000,2,99,16,2
12109,5,5,6,4,130000000,2,99,16,2
12110,5,5,6,4,130000000,4,99,16,2
12113,4,5,5,4,75000000,6,149,1,0
12116,4,4,5,4,125000000,2,99,16,2
12117,5,5,6,4,140000000,2,99,16,2
12119,4,5,5,4,20000000,0,79,18,0
12121,5,5,6,4,130000000,2,99,16,2
12124,4,4,5,4,90000000,2,99,16,0
12130,3,3,4,4,20000000,1,55,16,0
12131,4,4,5,4,125000000,2,99,16,2
12132,4,4,4,4,40000000,6,10,16,0
12133,5,6,7,4,140000000,2,99,16,2
12135,4,4,4,4,55000000,4,99,16,0
12136,4,4,5,4,73000000,6,47,1,0
12140,5,5,6,4,60000000,2,121,16,0
12143,4,5,5,4,85000000,2,99,16,0
12144,5,5,6,4,155000000,2,99,16,2
12146,5,5,6,4,300000000,2,99,16,1
12149,4,5,5,4,45000000,0,13,16,0
12150,4,4,5,4,80000000,4,38,10,0
12154,3,3,4,4,40000000,0,99,16,0
12159,5,6,6,4,125000000,2,99,16,2
12161,4,4,5,4,70000000,2,10,16,0
12162,4,4,5,4,75000000,2,99,16,0
12166,5,6,6,4,118000000,2,99,16,2
12167,4,4,5,4,63000000,2,110,1,0
12168,4,5,6,4,55000000,2,16,1,0
12169,4,5,5,4,16000000,2,54,18,0
12170,4,4,5,4,135000000,4,99,16,2
12172,5,5,6,4,90000000,2,99,16,0
12176,5,5,6,4,150000000,2,99,16,2
12179,5,5,6,4,200000000,2,99,16,1
12180,4,5,6,4,185000000,4,99,16,2
12181,4,4,5,4,125000000,6,99,16,2
12183,5,5,6,4,185000000,2,99,16,2
12185,4,4,4,4,37000000,2,55,16,0
12191,4,5,5,4,22000000,1,9,16,0
12193,4,5,6,4,60000000,2,38,10,0
12196,4,4,5,4,45000000,1,132,11,0
12197,3,3,4,4,20000000,1,105,18,0
12209,4,5,5,4,35000000,0,65,16,0
12211,4,4,5,4,76000000,4,99,16,0
12212,3,3,4,4,38000000,1,10,16,0
12215,4,4,5,4,65000000,6,89,1,0
12216,3,5,5,4,45000000,4,10,16,0
12218,5,5,6,4,170000000,2,10,16,2
12225,3,5,5,4,13000000,3,55,16,0
12227,6,5,5,4,60000000,2,10,16,0
12229,4,5,5,4,140000000,6,77,1,2
12231,6,6,6,4,12000000,1,65,16,0
12232,5,5,6,4,195000000,2,99,16,1
12235,4,4,5,4,160000000,6,99,16,2
12238,4,4,4,4,70000000,6,99,16,0
12242,5,5,6,4,143000000,2,99,16,2
12244,4,4,5,4,135000000,2,119,16,2
12246,5,5,6,4,150000000,2,99,16,2
12247,4,5,5,4,70000000,2,48,1,0
12249,4,5,5,4,85000000,4,142,1,0
12250,5,5,5,4,105000000,2,99,16,2
12252,5,5,6,4,70000000,6,99,16,0
12254,4,4,5,4,170000000,2,144,16,2
12256,5,5,5,4,70000000,6,72,16,0
12261,5,5,6,4,120000000,2,99,16,2
12263,5,5,6,4,65000000,2,103,1,0
12265,5,5,6,4,260000000,2,99,16,1
12275,4,4,5,4,75000000,6,78,1,0
12280,5,5,6,4,160000000,2,10,16,2
12281,5,6,6,4,105000000,2,99,16,2
12284,5,6,6,4,140000000,2,99,16,2
12288,4,5,5,4,145000000,6,144,16,2
12290,3,3,4,4,10500000,1,116,18,0
12291,4,4,5,4,75000000,2,53,20,0
12293,5,5,6,4,200000000,2,99,16,1
12294,5,5,5,4,120000000,2,41,1,2
12297,4,4,5,4,160000000,6,99,16,2
12298,3,3,4,4,50000000,1,101,1,0
12299,5,5,6,4,85000000,2,99,16,0
12300,5,5,6,4,135000000,2,99,16,2
12305,3,3,4,4,35000000,1,18,7,0
12311,4,4,5,4,65000000,6,78,1,0
12312,5,5,6,4,125000000,2,99,16,2
12314,5,5,6,4,80000000,2,99,16,0
12317,4,4,5,4,70000000,4,99,16,0
12318,5,5,5,4,65000000,2,10,16,0
12320,5,5,6,4,28000000,2,106,16,0
12323,4,5,5,4,65000000,4,99,16,0
12329,5,5,5,4,270000000,2,99,16,1
12331,5,5,6,4,130000000,2,99,16,2
12333,4,5,5,4,55000000,2,99,16,0
12335,4,4,5,4,300000000,4,68,16,1
12338,4,4,5,4,45000000,4,99,16,0
12339,5,5,6,4,310000000,2,99,16,1
12342,3,5,5,4,40000000,2,86,1,0
12345,4,4,4,4,95000000,6,99,16,0
12348,5,5,6,4,110000000,2,99,16,2
12349,4,4,5,4,280000000,2,68,16,1
12354,5,5,5,4,200000000,2,99,16,1
12355,4,4,5,4,125000000,2,99,16,2
12359,4,4,5,4,80000000,2,99,16,0
12360,3,5,5,4,59000000,0,76,16,0
12365,4,4,5,4,70000000,2,99,16,0
12370,6,6,7,4,150000000,2,99,16,2
12374,4,4,5,4,65000000,6,99,16,0
12376,5,5,6,4,95000000,2,99,16,0
12378,5,5,5,4,70000000,2,106,16,0
12379,4,4,5,4,110000000,4,64,16,2
12383,4,4,5,4,135000000,6,99,16,2
12387,5,6,7,4,150000000,2,32,1,2
12391,5,5,6,4,120000000,2,99,16,2
12392,5,5,5,4,250000000,2,99,16,1
12393,5,5,6,4,165000000,2,99,16,2
12394,4,4,5,4,70000000,2,10,16,0
12398,5,5,6,4,28000000,2,55,16,0
12400,3,5,5,4,27000000,3,103,1,0
12402,4,4,5,4,50000000,4,101,1,0
12403,5,5,6,4,270000000,2,99,16,1
12405,3,3,4,4,44000000,6,99,16,0
12407,5,6,6,4,165000000,2,99,16,2
12409,4,5,5,4,40000000,6,100,1,0
12410,5,5,6,4,135000000,2,99,16,2
12412,4,6,6,4,45000000,2,99,16,0
12415,6,6,7,4,150000000,2,76,16,2
12416,4,4,5,4,15500000,1,49,20,0
12418,3,5,5,4,50000000,1,109,16,0
12422,4,5,5,4,45000000,6,99,16,0
12427,5,6,7,4,98000000,2,99,16,2
12428,5,5,6,4,100000000,2,99,16,2
12432,4,4,5,4,125000000,2,99,16,2
12433,5,5,6,4,225000000,2,106,16,1
12435,5,5,6,4,230000000,2,99,16,1
12436,4,4,5,4,49000000,6,76,16,0
12438,5,5,6,4,85000000,2,10,16,0
12440,5,5,5,4,200000000,2,99,16,1
12441,4,4,5,4,65000000,2,10,16,0
12443,5,5,5,4,150000000,6,99,16,2
12444,5,5,6,4,150000000,2,99,16,2
12445,5,5,5,4,160000000,2,10,16,2
12447,3,3,4,4,22900000,2,10,16,0
12449,3,3,4,4,35000000,4,75,16,0
12450,4,5,5,4,75000000,2,99,16,0
12451,5,5,6,4,140000000,2,99,16,2
12452,5,4,5,4,110000000,2,99,16,2
12455,5,5,6,4,235000000,2,106,16,1
12459,5,5,5,4,55000000,0,2,18,0
12464,5,6,6,4,160000000,2,99,16,2
12466,3,4,4,4,38000000,1,48,1,0
12467,5,5,6,4,150000000,2,48,1,2
12468,3,4,4,4,26000000,6,86,1,0
12473,5,5,6,4,140000000,2,99,16,2
12477,4,4,5,4,140000000,6,99,16,2
12482,4,5,5,4,70000000,0,92,16,0
12483,4,5,5,4,47000000,2,10,16,0
12485,4,5,5,4,59000000,4,99,16,0
12486,3,5,4,4,45000000,4,99,16,0
12487,3,3,4,4,65000000,6,99,16,0
12491,5,6,6,4,150000000,2,99,16,2
12493,4,4,5,4,120000000,4,99,16,2
12496,5,5,5,4,150000000,2,99,16,2
12500,5,5,5,4,140000000,2,99,16,2
12503,5,5,6,4,90000000,2,10,16,0
12513,4,4,5,4,75000000,4,99,16,0
12515,5,6,6,4,140000000,2,86,1,2
12518,6,5,5,4,70000000,2,38,10,0
12519,3,5,5,4,90000000,0,18,7,0
12520,5,5,6,4,250000000,2,64,16,1
12521,5,5,6,4,120000000,2,99,16,2
12529,5,5,6,4,80000000,2,99,16,0
12530,4,5,5,4,180000000,4,99,16,2
12536,4,4,5,4,75000000,2,10,16,0
12537,4,4,5,4,28000000,4,99,16,0
12538,5,5,6,4,100000000,2,99,16,2
12539,4,5,5,4,115000000,2,99,16,2
12540,4,4,5,4,75000000,4,99,16,0
12546,5,6,6,4,160000000,2,99,16,2
12550,4,5,5,4,10000000,0,55,16,0
12552,5,5,6,4,320000000,4,68,16,1
12553,3,5,5,4,30000000,1,22,1,0
12555,5,6,6,4,75000000,2,10,16,0
12557,4,4,5,4,55000000,2,10,16,0
12558,3,4,4,4,27000000,3,103,1,0
12559,5,5,5,4,180000000,2,99,16,2
12560,5,6,7,4,300000000,4,68,16,1
12562,5,6,6,4,110000000,2,99,16,2
12563,5,5,6,4,125000000,6,99,16,2
12567,4,4,5,4,280000000,2,68,16,1
12568,4,4,5,4,65000000,2,99,16,0
12570,5,5,5,4,280000000,2,99,16,1
12573,5,5,5,4,130000000,2,99,16,2
12574,4,4,5,4,280000000,2,68,16,1
12575,4,4,5,4,60000000,2,48,1,0
12576,4,4,5,4,120000000,2,99,16,2
12577,5,5,5,4,55000000,2,99,16,0
12580,5,5,5,4,95000000,2,99,16,0
12582,4,4,5,4,180000000,6,144,16,2
12583,5,5,6,4,85500000,2,99,16,0
12584,4,5,5,4,25000000,1,67,16,0
12587,5,6,6,4,160000000,2,48,1,2
12589,4,4,5,4,110000000,6,77,1,2
12593,4,4,5,4,85000000,6,100,1,0
12599,5,5,5,4,250000000,2,64,16,1
12600,4,5,5,4,170000000,0,68,16,2
12601,3,3,4,4,48000000,6,99,16,0
12602,4,5,5,4,48000000,2,49,20,0
12605,6,6,7,4,140000000,2,75,16,2
12606,5,5,6,4,95000000,2,99,16,0
12612,4,4,5,4,280000000,2,68,16,1
12616,4,4,5,4,80000000,4,99,16,0
12618,4,4,5,4,75000000,6,43,1,0
12619,5,5,6,4,55000000,2,99,16,0
12623,5,5,6,4,270000000,2,99,16,1
12626,5,5,6,4,100000000,2,99,16,2
12628,4,4,4,4,115000000,0,99,16,2
12632,5,5,6,4,75000000,2,10,16,0
12636,4,4,4,4,75000000,2,133,11,0
12638,5,5,5,4,175000000,2,99,16,2
12639,4,4,5,4,32000000,4,99,16,0
12641,3,3,4,4,35000000,1,64,16,0
12643,4,5,5,4,55000000,6,149,1,0
12645,5,5,6,4,128000000,2,99,16,2
12646,5,5,6,4,200000000,2,99,16,1
12647,5,5,6,4,300000000,2,99,16,1
12648,3,3,4,4,60000000,6,75,16,0
12650,5,5,6,4,220000000,2,99,16,1
12651,4,5,5,4,100000000,6,142,1,2
12652,4,5,5,4,170000000,6,99,16,2
12653,5,6,6,4,150000000,2,90,1,2
12655,5,5,6,4,130000000,2,99,16,2
12657,4,4,5,4,280000000,2,68,16,1
12659,5,6,6,4,120000000,2,99,16,2
12661,4,5,5,4,70000000,4,99,16,0
12662,3,3,4,4,28000000,1,106,16,0
12664,4,4,5,4,95000000,2,99,16,0
12665,4,4,5,4,135000000,6,104,1,2
12666,5,5,5,4,150000000,6,99,16,2
12667,4,4,5,4,65000000,2,10,16,0
12668,5,5,6,4,130000000,2,99,16,2
12671,5,6,6,4,215000000,2,64,16,1
12675,5,5,6,4,130000000,2,99,16,2
12677,3,3,4,4,110000000,6,99,16,2
12678,5,6,6,4,200000000,2,99,16,1
12682,4,4,5,4,85000000,2,99,16,0
12684,4,4,5,4,85000000,2,99,16,0
12685,3,3,4,4,49000000,6,99,16,0
12687,3,5,5,4,150000000,1,48,1,2
12688,5,5,6,4,195000000,2,99,16,1
12690,5,5,6,4,240000000,2,99,16,1
12695,3,5,5,4,45000000,6,99,16,0
12697,4,4,5,4,90000000,6,99,16,0
12700,4,4,5,4,250000000,2,99,16,1
12702,5,5,5,4,60000000,2,49,20,0
12704,5,5,6,4,165000000,2,99,16,2
12706,3,5,5,4,300000000,1,64,16,1
12707,5,4,4,4,65000000,5,141,16,0
12710,5,5,5,4,30000000,2,67,16,0
12712,5,6,6,4,280000000,2,99,16,1
12716,5,5,6,4,280000000,2,99,16,1
12720,3,3,4,4,30000000,1,17,18,0
12721,5,5,6,4,130000000,2,99,16,2
12722,4,4,5,4,280000000,2,68,16,1
12724,4,4,5,4,45000000,2,10,16,0
12727,5,5,6,4,78000000,2,141,16,0
12731,4,5,5,4,65000000,4,103,1,0
12732,4,4,5,4,50000000,2,99,16,0
12733,5,5,6,4,280000000,2,99,16,1
12734,4,4,5,4,75000000,2,99,16,0
12735,4,4,5,4,90000000,6,47,1,0
12738,5,6,6,4,300000000,2,99,16,1
12740,4,4,5,4,55000000,2,103,1,0
12749,5,5,6,4,95000000,2,99,16,0
12750,5,5,5,4,195000000,2,16,1,1
12751,4,4,5,4,250000000,4,107,1,1
12753,5,5,6,4,150000000,2,99,16,2
12756,4,5,5,4,75000000,2,99,16,0
12757,4,4,6,4,45000000,2,10,16,0
12760,5,5,6,4,300000000,2,99,16,1
12762,4,4,4,4,50000000,4,17,18,0
12763,4,4,5,4,65000000,2,99,16,0
12764,4,5,5,4,15000000,0,60,18,0
12766,4,5,5,4,2500000,1,2,18,0
12768,5,5,6,4,120000000,2,99,16,2
12772,5,5,6,4,140000000,2,99,16,2
12773,5,5,5,4,150000000,2,99,16,2
12774,4,4,5,4,135000000,4,99,16,2
12775,4,4,6,4,175000000,2,64,16,2
12778,5,6,5,4,54000000,2,136,21,0
12780,5,6,7,4,200000000,2,99,16,1
12785,5,5,6,4,185000000,2,99,16,2
12786,4,4,5,4,60000000,6,99,16,0
12792,5,5,6,4,155000000,2,99,16,2
12793,5,5,6,4,100000000,2,99,16,2
12794,4,4,5,4,60000000,4,100,1,0
12798,5,5,6,4,75000000,2,99,16,0
12800,5,5,6,4,280000000,2,99,16,1
12803,5,5,5,4,60000000,2,106,16,0
12804,4,4,5,4,80000000,2,99,16,0
12806,4,4,5,4,75000000,4,99,16,0
12808,6,5,5,4,180000000,2,141,16,2
12809,5,5,6,4,140000000,2,99,16,2
12811,4,4,5,4,65000000,2,10,16,0
12816,5,5,5,4,220000000,2,99,16,1
12818,4,5,5,4,75000000,4,99,16,0
12819,4,4,5,4,68000000,4,99,16,0
12820,4,4,5,4,41000000,3,10,16,0
12822,3,3,4,4,25000000,2,10,16,0
12825,5,5,6,4,275000000,2,99,16,1
12826,3,5,5,4,38000000,4,55,16,0
12830,5,5,6,4,120000000,2,99,16,2
12831,4,4,5,4,61000000,4,99,16,0
12832,5,5,5,4,80000000,2,99,16,0
12833,4,6,5,4,70000000,2,100,1,0
12836,4,5,6,4,56000000,4,99,16,0
12837,5,5,6,4,125000000,4,99,16,2
12839,4,5,6,4,100000000,6,77,1,2
12840,3,5,5,4,125000000,2,76,16,2
12841,5,6,6,4,100000000,2,99,16,2
12842,5,5,6,4,155000000,2,99,16,2
12843,5,5,6,4,115000000,2,99,16,2
12845,4,5,5,4,85000000,2,110,1,0
12848,5,5,5,4,240000000,2,99,16,1
12849,3,3,4,4,37000000,1,4,9,0
12850,5,6,6,4,75000000,2,99,16,0
12852,5,6,6,4,95000000,2,86,1,0
12855,5,4,5,4,75000000,6,89,1,0
12856,4,5,5,4,65000000,2,99,16,0
12861,4,4,5,4,280000000,2,68,16,1
12863,4,4,5,4,45000000,6,100,1,0
12864,4,4,5,4,280000000,6,144,16,1
12865,5,5,6,4,90000000,2,99,16,0
12869,4,4,5,4,150000000,6,99,16,2
12870,5,5,6,4,150000000,2,100,1,2
12872,6,6,7,4,130000000,2,99,16,2
12873,4,4,5,4,50000000,2,10,16,0
12874,4,5,5,4,60000000,6,99,3,0
12875,4,5,6,4,75000000,4,99,16,0
12878,5,5,6,4,250000000,2,106,16,1
12883,4,5,5,4,55000000,2,10,16,0
12884,5,5,6,4,270000000,2,99,16,1
12886,5,5,5,4,75000000,2,99,16,0
12887,4,4,5,4,60000000,4,99,16,0
12889,3,5,4,4,50000000,1,26,1,0
12891,5,5,6,4,130000000,2,99,16,2
12894,3,3,4,4,25000000,1,10,16,0
12895,5,5,6,4,75000000,2,10,16,0
12896,5,5,6,4,80000000,2,99,16,0
12897,5,6,6,4,100000000,2,86,1,2
12900,4,5,5,4,5000000,1,5,18,0
12901,5,5,6,4,155000000,2,99,16,2
12902,5,5,6,4,140000000,2,99,16,2
12903,5,5,5,4,35000000,2,111,18,0
12905,3,3,4,4,38000000,6,10,16,0
12907,5,5,5,4,150000000,2,99,16,2
12908,5,5,6,4,52000000,2,41,1,0
12912,4,5,6,4,90000000,6,149,1,0
12913,4,4,5,4,85000000,6,89,1,0
12914,3,3,4,4,28000000,3,10,16,0
12916,4,5,5,4,19999999,0,65,16,0
12920,4,4,5,4,75000000,4,99,16,0
12921,3,3,4,4,15000000,1,95,1,0
12923,4,5,5,4,75000000,2,99,16,0
12924,4,4,5,4,80000000,2,99,16,0
12925,4,4,5,4,55000000,4,10,16,0
12926,5,5,5,4,80000000,6,100,1,0
12931,5,5,6,4,125000000,2,99,16,2
12933,5,5,5,4,70000000,2,99,16,0
12934,4,4,5,4,55000000,2,106,16,0
12935,5,5,5,4,75000000,2,64,16,0
12939,4,4,5,4,130000000,4,144,16,2
12943,5,6,6,4,120000000,2,99,16,2
12944,5,5,6,4,200000000,2,99,16,1
12946,5,5,5,4,55000000,6,78,1,0
12952,5,5,6,4,130000000,2,99,16,2
12953,4,4,4,4,19000000,1,49,20,0
12955,5,5,5,4,130000000,2,99,16,2
12956,4,4,5,4,85000000,4,99,16,0
12960,4,4,5,4,125000000,2,99,16,2
12961,4,4,5,4,220000000,4,68,16,1
12963,5,5,6,4,200000000,2,64,16,1
12964,4,4,5,4,110000000,4,64,16,2
12965,4,5,5,4,28000000,1,9,16,0
12967,4,4,5,4,180000000,2,64,16,2
12968,3,4,4,4,36000000,6,99,16,0
12969,5,5,6,4,125000000,2,99,16,2
12970,6,6,6,4,15000000,1,59,16,0
12974,4,4,5,4,50000000,6,99,16,0
12975,5,5,6,4,220000000,2,106,16,1
12976,5,5,6,4,150000000,2,99,16,2
12977,5,5,5,4,120000000,2,48,1,2
12978,4,4,5,4,106000000,2,99,16,2
12980,4,5,5,4,27000000,1,18,7,0
12983,4,5,5,4,12000000,0,126,8,0
12984,4,4,5,4,65000000,6,100,1,0
12987,4,5,5,4,70000000,0,150,16,0
12988,4,5,5,4,53000000,4,99,16,0
12990,5,5,6,4,28000000,1,116,18,0
12996,4,4,5,4,55000000,6,99,16,0
13001,3,4,5,4,50000000,6,99,16,0
13002,5,5,5,4,80000000,2,99,16,0
13005,4,5,5,4,120000000,2,99,16,2
13006,5,5,6,4,155000000,2,99,16,2
13010,5,5,6,4,210000000,2,99,16,1
13016,6,6,7,4,295000000,2,99,16,1
13017,4,4,5,4,65000000,2,44,16,0
13018,5,4,5,4,95000000,2,99,16,0
13020,5,5,5,4,130000000,2,99,16,2
13024,5,5,6,4,130000000,2,10,16,2
13025,3,3,4,4,45000000,1,75,16,0
13026,3,3,4,4,45000000,4,10,16,0
13028,5,5,6,4,160000000,2,99,16,2
13029,4,4,6,4,230000000,2,64,16,1
13030,3,3,4,4,80000000,0,99,16,0
13031,5,5,6,4,110000000,2,99,16,2
13032,3,3,4,4,70000000,0,99,16,0
13033,5,5,5,4,270000000,2,99,16,1
13035,5,5,6,4,100000000,2,99,16,2
13036,4,5,5,4,155000000,6,99,16,2
13041,4,5,5,4,71750000,2,10,16,0
13042,4,5,5,4,65000000,2,10,16,0
13043,4,4,4,4,62000000,2,99,16,0
13055,5,6,6,4,50000000,2,99,16,0
13056,4,5,5,4,35000000,4,101,1,0
13058,4,4,4,4,55000000,0,126,8,0
13061,4,4,5,4,165000000,2,144,16,2
13063,5,5,6,4,125000000,2,38,10,2
13066,4,5,5,4,19500000,2,105,18,0
13067,4,4,5,4,75000000,4,99,16,0
13068,4,4,4,4,75000000,4,99,16,0
13069,6,5,7,4,120000000,2,99,16,2
13070,5,5,6,4,100000000,2,48,1,2
13071,4,4,6,4,75000000,2,99,16,0
13072,4,5,5,4,100000000,0,64,16,2
13073,5,5,6,4,120000000,2,99,16,2
13076,4,5,5,4,150000000,6,99,16,2
13077,5,6,7,4,190000000,2,99,16,2
13078,3,5,5,4,15000000,1,112,18,0
13079,4,5,5,4,140000000,4,99,16,2
13083,4,6,6,4,75000000,2,99,16,0
13084,5,5,5,4,270000000,2,99,16,1
13085,3,4,4,4,40000000,0,99,16,0
13086,5,5,6,4,160000000,2,64,16,2
13087,3,5,4,4,28000000,1,80,1,0
13089,4,4,4,4,125000000,5,144,16,2
13094,5,5,6,4,85000000,2,99,16,0
13098,4,4,5,4,80000000,2,99,16,0
13100,3,5,5,4,40000000,1,16,1,0
13104,5,5,6,4,220000000,2,64,16,1
13105,3,3,4,4,33000000,1,99,16,0
13107,4,5,5,4,75000000,2,99,16,0
13108,4,5,5,4,15000000,0,5,18,0
13109,5,4,5,4,150000000,2,99,16,2
13110,4,4,5,4,75000000,4,99,16,0
13112,4,5,5,4,42000000,0,76,16,0
13113,5,5,6,4,90000000,2,99,16,0
13118,4,4,4,4,37000000,4,10,16,0
13120,5,5,6,4,110000000,4,64,16,2
13121,6,6,7,4,155000000,2,75,16,2
13123,5,5,5,4,160000000,2,99,16,2
13126,6,5,5,4,160000000,2,149,1,2
13127,4,4,5,4,60000000,4,99,16,0
13130,4,4,5,4,48000000,6,99,16,0
13132,4,5,5,4,240000000,2,89,1,1
13133,6,5,5,4,15000000,2,73,16,0
13134,4,4,5,4,80000000,2,99,16,0
13135,5,5,6,4,130000000,2,99,16,2
13137,5,5,6,4,150000000,2,99,16,2
13139,4,5,5,4,55000000,4,48,1,0
13142,3,3,4,4,60000000,1,101,1,0
13147,5,5,4,4,65000000,2,99,16,0
13149,4,4,5,4,80000000,2,99,16,0
13156,4,5,6,4,200000000,2,89,1,1
13162,5,5,6,4,75000000,4,99,16,0
13169,4,4,5,4,75000000,2,10,16,0
13170,4,5,6,4,70000000,2,99,16,0
13171,4,4,5,4,70000000,2,99,16,0
13173,5,5,6,4,80000000,2,99,16,0
13176,4,5,5,4,67000000,2,10,16,0
13177,5,5,5,4,150000000,2,10,16,2
13180,4,4,5,4,45000000,6,47,1,0
13183,4,4,5,4,50000000,6,47,1,0
13185,4,5,5,4,25000000,0,150,16,0
13186,3,3,4,4,11500000,5,111,18,0
13187,4,5,5,4,55000000,6,99,16,0
13188,3,3,4,4,30000000,0,38,10,0
13192,4,4,5,4,190000000,4,99,16,2
13196,4,4,5,4,90000000,4,99,16,0
13197,5,5,6,4,165000000,2,99,16,2
13201,4,4,5,4,48000000,4,99,16,0
13203,4,4,5,4,70000000,2,10,16,0
13209,5,6,6,4,140000000,2,86,1,2
13211,5,5,6,4,118000000,2,99,16,2
13213,4,5,5,4,40000000,4,10,16,0
13218,5,5,5,4,140000000,2,99,16,2
13221,4,5,5,4,65000000,4,99,16,0
13223,4,5,5,4,50000000,6,48,1,0
13226,4,6,5,4,100000000,6,77,1,2
13228,5,5,6,4,260000000,2,99,16,1
13229,5,5,5,4,90000000,2,100,1,0
13231,4,5,5,4,65000000,2,10,16,0
13233,3,5,4,4,48000000,0,99,16,0
13234,4,5,5,4,75000000,4,99,16,0
13238,4,4,4,4,45000000,1,55,16,0
13241,4,4,5,4,76000000,6,99,16,0
13242,5,5,6,4,170000000,2,106,16,2
13243,5,5,6,4,110000000,2,99,16,2
13245,4,4,5,4,115000000,2,55,16,2
13246,4,4,5,4,80000000,4,99,16,0
13249,5,5,6,4,165000000,2,64,16,2
13251,4,4,5,4,65000000,4,99,16,0
13255,3,3,4,4,150000000,6,148,1,2
13257,5,5,6,4,125000000,2,99,16,2
13258,4,4,5,4,67500000,2,99,16,0
13261,4,4,5,4,75000000,4,99,16,0
13262,5,5,6,4,155000000,2,99,16,2
13264,5,6,6,4,60000000,2,10,16,0
13265,4,5,6,4,65000000,2,99,16,0
13266,4,5,5,4,24000000,1,136,21,0
13267,5,5,6,4,125000000,2,14,16,2
13270,5,5,6,4,120000000,2,99,16,2
13274,4,5,5,4,35000000,0,126,8,0
13275,5,5,6,4,105000000,4,64,16,2
13280,5,5,6,4,280000000,2,99,16,1
13281,3,3,4,4,30000000,6,42,1,0
13282,4,5,5,4,65000000,2,10,16,0
13284,4,4,5,4,160000000,4,149,1,2
13287,4,4,5,4,85000000,2,99,16,0
13288,5,5,6,4,180000000,2,99,16,2
13290,5,6,6,4,130000000,2,99,16,2
13291,4,5,4,4,75000000,2,10,16,0
13292,4,4,6,4,67000000,6,149,1,0
13294,4,5,5,4,140000000,2,99,16,2
13298,5,5,6,4,50000000,2,136,21,0
13301,5,5,6,4,300000000,2,99,16,1
13303,4,4,5,4,100000000,6,99,16,2
13305,3,3,4,4,10500000,1,111,18,0
13315,5,5,6,4,260000000,2,99,16,1
13316,4,5,5,4,48000000,2,49,20,0
13320,5,5,5,4,72000000,2,10,16,0
13326,5,5,6,4,100000000,2,99,16,2
13328,5,6,6,4,75000000,2,99,16,0
13332,5,5,6,4,95000000,2,99,16,0
13334,5,5,6,4,85000000,2,64,16,0
13337,4,4,5,4,67000000,4,99,16,0
13339,4,4,5,4,70000000,2,99,16,0
13340,5,5,5,4,260000000,2,99,16,1
13341,5,5,5,4,83000000,2,99,16,0
13342,3,4,4,4,52000000,0,99,16,0
13347,4,4,5,4,65000000,2,99,16,0
13348,5,5,5,4,250000000,2,64,16,1
13350,4,4,5,4,67000000,4,99,16,0
13351,4,4,5,4,190000000,2,99,16,2
13352,5,6,6,4,300000000,2,99,16,1
13353,5,5,6,4,120000000,2,99,16,2
13357,3,3,4,4,7000000,1,49,20,0
13359,5,5,6,4,145000000,2,99,16,2
13363,6,5,7,4,155000000,2,106,16,2
13365,3,4,4,4,11000000,1,111,18,0
13366,5,5,6,4,300000000,2,99,16,1
13369,6,6,7,4,91000000,2,99,16,0
